Using config local-gluetools-config.xml
sequenceID	gb_isolate	gb_host	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_pubmed_id	gb_country_short	gb_place_sampled	gb_lab_construct	gb_isolation_source
JX997596	JS10090	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997597	JS10097	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997598	JS10109	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997599	JS10112	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997600	JS10120	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997601	JS10132	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997602	JS10137	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997603	JS10140	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997604	JS10144	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997605	JS10168	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997606	JS10207	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997607	JS10214	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997608	JS10219	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997609	JS10238	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997610	JS10251	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997611	JS10265	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997612	JS10284	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997613	JS10309	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997614	JS10317	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997615	JS10322	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997616	JS10331	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997617	JS10345	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997618	JS10360	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997619	JS10372	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997620	JS10373	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997621	JS10375	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997622	JS10379	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997623	JS10384	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997624	JS10621	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997625	JS10679	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997626	JS10695	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997627	JS10700	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997628	JS10833	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997629	JS10895	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997630	JS10948	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997631	JS10987	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997632	JS11000	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997633	JS11009	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997634	JS11021	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997635	JS11031	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997636	JS11050	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997637	JS11055	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997638	JS11061	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997639	JS11063	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997640	JS11066	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997641	JS11076	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997642	JS11077	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997643	JS11083	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997644	JS11085	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997645	JS11094	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997646	JS11095	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997647	JS11137	Homo sapiens	2011	-	-	23965731	China	Jiangsu, Nanjing	false	serum
KC012631	-	Sus scrofa	2012	-	-	-	Cameroon	-	false	liver
KC012632	-	Sus scrofa	2012	-	-	-	Cameroon	-	false	liver
KC012633	-	Sus scrofa	2012	-	-	-	Cameroon	-	false	liver
KC012634	-	Sus scrofa	2012	-	-	-	Cameroon	-	false	liver
KC012635	-	Sus scrofa	2012	-	-	-	Cameroon	-	false	liver
KC145131	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145132	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145133	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145134	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145135	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145136	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145137	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145138	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145139	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145140	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145141	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145142	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145143	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145144	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145145	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145146	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC145147	-	Sus scrofa	2009	JAN	30	24206540	Spain	-	false	pig manure
KC163335	CH-YT-1	Homo sapiens	2012	MAR	20	24976732	China	-	false	fecal
KC166872	TLS-09-0-c2	Homo sapiens	2004	-	-	-	France	-	false	-
KC166873	TLS-09-0-c8	Homo sapiens	2004	-	-	-	France	-	false	-
KC166874	TLS-09-0-c11	Homo sapiens	2004	-	-	-	France	-	false	-
KC166875	TLS-09-0-c13	Homo sapiens	2004	-	-	-	France	-	false	-
KC166876	TLS-09-0-c15	Homo sapiens	2004	-	-	-	France	-	false	-
KC166877	TLS-09-0-c19	Homo sapiens	2004	-	-	-	France	-	false	-
KC166878	TLS-09-0-c20	Homo sapiens	2004	-	-	-	France	-	false	-
KC166879	TLS-09-0-c22	Homo sapiens	2004	-	-	-	France	-	false	-
KC166880	TLS-09-0-c24	Homo sapiens	2004	-	-	-	France	-	false	-
KC166881	TLS-09-0-c26	Homo sapiens	2004	-	-	-	France	-	false	-
KC166882	TLS-09-0-c28	Homo sapiens	2004	-	-	-	France	-	false	-
KC166883	TLS-09-0-c31	Homo sapiens	2004	-	-	-	France	-	false	-
KC166884	TLS-09-0-c1	Homo sapiens	2004	-	-	-	France	-	false	-
KC166885	TLS-09-0-c30	Homo sapiens	2004	-	-	-	France	-	false	-
KC166886	TLS-09-0-c32	Homo sapiens	2004	-	-	-	France	-	false	-
KC166887	TLS-09-0-c27	Homo sapiens	2004	-	-	-	France	-	false	-
KC166888	TLS-09-0-c6	Homo sapiens	2004	-	-	-	France	-	false	-
KC166889	TLS-09-0-c25	Homo sapiens	2004	-	-	-	France	-	false	-
KC166890	TLS-09-0-c7	Homo sapiens	2004	-	-	-	France	-	false	-
KC166891	TLS-09-0-c4	Homo sapiens	2004	-	-	-	France	-	false	-
KC166892	TLS-09-1-c10	Homo sapiens	2005	-	-	-	France	-	false	-
KC166893	TLS-09-1-c4	Homo sapiens	2005	-	-	-	France	-	false	-
KC166894	TLS-09-1-c13	Homo sapiens	2005	-	-	-	France	-	false	-
KC166895	TLS-09-1-c6	Homo sapiens	2005	-	-	-	France	-	false	-
KC166896	TLS-09-1-c15	Homo sapiens	2005	-	-	-	France	-	false	-
KC166897	TLS-09-1-c12	Homo sapiens	2005	-	-	-	France	-	false	-
KC166898	TLS-09-1-c17	Homo sapiens	2005	-	-	-	France	-	false	-
KC166899	TLS-09-1-c18	Homo sapiens	2005	-	-	-	France	-	false	-
KC166900	TLS-09-1-c20	Homo sapiens	2005	-	-	-	France	-	false	-
KC166901	TLS-09-1-c16	Homo sapiens	2005	-	-	-	France	-	false	-
KC166902	TLS-09-1-c22	Homo sapiens	2005	-	-	-	France	-	false	-
KC166903	TLS-09-1-c23	Homo sapiens	2005	-	-	-	France	-	false	-
KC166904	TLS-09-1-c26	Homo sapiens	2005	-	-	-	France	-	false	-
KC166905	TLS-09-1-c21	Homo sapiens	2005	-	-	-	France	-	false	-
KC166906	TLS-09-1-c28	Homo sapiens	2005	-	-	-	France	-	false	-
KC166907	TLS-09-1-c2	Homo sapiens	2005	-	-	-	France	-	false	-
KC166908	TLS-09-1-c3	Homo sapiens	2005	-	-	-	France	-	false	-
KC166909	TLS-09-1-c14	Homo sapiens	2005	-	-	-	France	-	false	-
KC166910	TLS-09-1-c27	Homo sapiens	2005	-	-	-	France	-	false	-
KC166911	TLS-09-1-c5	Homo sapiens	2005	-	-	-	France	-	false	-
KC166912	TLS-09-2-c4	Homo sapiens	2006	-	-	-	France	-	false	-
KC166913	TLS-09-2-c8	Homo sapiens	2006	-	-	-	France	-	false	-
KC166914	TLS-09-2-c19	Homo sapiens	2006	-	-	-	France	-	false	-
KC166915	TLS-09-2-c23	Homo sapiens	2006	-	-	-	France	-	false	-
KC166916	TLS-09-2-c28	Homo sapiens	2006	-	-	-	France	-	false	-
KC166917	TLS-09-2-c13	Homo sapiens	2006	-	-	-	France	-	false	-
KC166918	TLS-09-2-c3	Homo sapiens	2006	-	-	-	France	-	false	-
KC166919	TLS-09-2-c21	Homo sapiens	2006	-	-	-	France	-	false	-
KC166920	TLS-09-2-c30	Homo sapiens	2006	-	-	-	France	-	false	-
KC166921	TLS-09-2-c22	Homo sapiens	2006	-	-	-	France	-	false	-
KC166922	TLS-09-2-c20	Homo sapiens	2006	-	-	-	France	-	false	-
KC166923	TLS-09-2-c15	Homo sapiens	2006	-	-	-	France	-	false	-
KC166924	TLS-09-2-c14	Homo sapiens	2006	-	-	-	France	-	false	-
KC166925	TLS-09-2-c26	Homo sapiens	2006	-	-	-	France	-	false	-
KC166926	TLS-09-2-c25	Homo sapiens	2006	-	-	-	France	-	false	-
KC166927	TLS-09-2-c29	Homo sapiens	2006	-	-	-	France	-	false	-
KC166928	TLS-09-2-c12	Homo sapiens	2006	-	-	-	France	-	false	-
KC166929	TLS-09-2-c6	Homo sapiens	2006	-	-	-	France	-	false	-
KC166930	TLS-09-2-c18	Homo sapiens	2006	-	-	-	France	-	false	-
KC166931	TLS-09-2-c24	Homo sapiens	2006	-	-	-	France	-	false	-
KC166932	TLS-09-3-c27	Homo sapiens	2007	-	-	-	France	-	false	-
KC166933	TLS-09-3-c1	Homo sapiens	2007	-	-	-	France	-	false	-
KC166934	TLS-09-3-c12	Homo sapiens	2007	-	-	-	France	-	false	-
KC166935	TLS-09-3-c7	Homo sapiens	2007	-	-	-	France	-	false	-
KC166936	TLS-09-3-c21	Homo sapiens	2007	-	-	-	France	-	false	-
KC166937	TLS-09-3-c23	Homo sapiens	2007	-	-	-	France	-	false	-
KC166938	TLS-09-3-c19	Homo sapiens	2007	-	-	-	France	-	false	-
KC166939	TLS-09-3-c9	Homo sapiens	2007	-	-	-	France	-	false	-
KC166940	TLS-09-3-c8	Homo sapiens	2007	-	-	-	France	-	false	-
KC166941	TLS-09-3-c3	Homo sapiens	2007	-	-	-	France	-	false	-
KC166942	TLS-09-3-c5	Homo sapiens	2007	-	-	-	France	-	false	-
KC166943	TLS-09-3-c14	Homo sapiens	2007	-	-	-	France	-	false	-
KC166944	TLS-09-3-c20	Homo sapiens	2007	-	-	-	France	-	false	-
KC166945	TLS-09-3-c16	Homo sapiens	2007	-	-	-	France	-	false	-
KC166946	TLS-09-3-c15	Homo sapiens	2007	-	-	-	France	-	false	-
KC166947	TLS-09-3-c24	Homo sapiens	2007	-	-	-	France	-	false	-
KC166948	TLS-09-3-c25	Homo sapiens	2007	-	-	-	France	-	false	-
KC166949	TLS-09-3-c10	Homo sapiens	2007	-	-	-	France	-	false	-
KC166950	TLS-09-3-c2	Homo sapiens	2007	-	-	-	France	-	false	-
KC166951	TLS-09-3-c13	Homo sapiens	2007	-	-	-	France	-	false	-
KC166952	TLS-09-4-c1	Homo sapiens	2008	-	-	-	France	-	false	-
KC166953	TLS-09-4-c2	Homo sapiens	2008	-	-	-	France	-	false	-
KC166954	TLS-09-4-c3	Homo sapiens	2008	-	-	-	France	-	false	-
KC166955	TLS-09-4-c4	Homo sapiens	2008	-	-	-	France	-	false	-
KC166956	TLS-09-4-c5	Homo sapiens	2008	-	-	-	France	-	false	-
KC166957	TLS-09-4-c6	Homo sapiens	2008	-	-	-	France	-	false	-
KC166958	TLS-09-4-c7	Homo sapiens	2008	-	-	-	France	-	false	-
KC166959	TLS-09-4-c8	Homo sapiens	2008	-	-	-	France	-	false	-
KC166960	TLS-09-4-c9	Homo sapiens	2008	-	-	-	France	-	false	-
KC166961	TLS-09-4-c10	Homo sapiens	2008	-	-	-	France	-	false	-
KC166962	TLS-09-4-c11	Homo sapiens	2008	-	-	-	France	-	false	-
KC166963	TLS-09-4-c12	Homo sapiens	2008	-	-	-	France	-	false	-
KC166964	TLS-09-4-c13	Homo sapiens	2008	-	-	-	France	-	false	-
KC166965	TLS-09-4-c14	Homo sapiens	2008	-	-	-	France	-	false	-
KC166966	TLS-09-4-c15	Homo sapiens	2008	-	-	-	France	-	false	-
KC166967	TLS09-0	Homo sapiens	2004	NOV	22	25100839	France	-	false	-
KC166968	TLS09-1	Homo sapiens	2005	NOV	24	25100839	France	-	false	-
KC166969	TLS09-2	Homo sapiens	2006	NOV	27	25100839	France	-	false	-
KC166970	TLS09-3	Homo sapiens	2007	NOV	29	25100839	France	-	false	-
KC166971	TLS09-4	Homo sapiens	2008	NOV	24	25100839	France	-	false	-
KC171433	NL_HEV0001_20110921	Homo sapiens	2011	SEP	21	-	Netherlands	-	false	-
KC171434	NL_HEV0005_20120126	Homo sapiens	2012	JAN	26	-	Netherlands	-	false	-
KC171435	NL_HEV0013_20110421	Homo sapiens	2011	APR	21	-	Netherlands	-	false	-
KC171436	NL_HEV0014_20110728	Homo sapiens	2011	JUL	28	-	Netherlands	-	false	-
KC171437	NL_HEV0019_20111123	Homo sapiens	2011	NOV	23	-	Netherlands	-	false	-
KC171438	NL_HEV0032_20111031	Homo sapiens	2011	OCT	31	-	Netherlands	-	false	-
KC171439	NL_HEV0043_20080402	Homo sapiens	2008	APR	2	-	Netherlands	-	false	-
KC171440	NL_HEV0046_20110630	Homo sapiens	2011	JUN	30	-	Netherlands	-	false	-
KC171441	NL_HEV0046_20120117	Homo sapiens	2012	JAN	17	-	Netherlands	-	false	-
KC171442	NL_HEV0046_20120123	Homo sapiens	2012	JAN	23	-	Netherlands	-	false	-
KC171443	NL_HEV0046_20120124	Homo sapiens	2012	JAN	24	-	Netherlands	-	false	-
KC171444	NL_HEV0046_20120530	Homo sapiens	2012	MAY	30	-	Netherlands	-	false	-
KC171445	NL_HEV0049_20110910	Homo sapiens	2011	SEP	10	-	Netherlands	-	false	-
KC171446	NL_HEV0051_20111223	Homo sapiens	2011	DEC	23	-	Netherlands	-	false	-
KC171447	NL_HEV0052_20090331	Homo sapiens	2009	MAR	31	-	Netherlands	-	false	-
KC171448	NL_HEV0055_20110927	Homo sapiens	2011	SEP	27	-	Netherlands	-	false	-
KC171449	NL_HEV0065_20110919	Homo sapiens	2011	SEP	19	-	Netherlands	-	false	-
KC171450	NL_HEV0084_20080829	Homo sapiens	2008	AUG	29	-	Netherlands	-	false	-
KC171451	NL_HEV0085_20090406	Homo sapiens	2009	APR	6	-	Netherlands	-	false	-
KC171452	NL_HEV0086_20120202	Homo sapiens	2012	FEB	2	-	Netherlands	-	false	-
KC171453	NL_HEV0098_20120829	Homo sapiens	2012	AUG	29	-	Netherlands	-	false	-
KC171454	NL_HEV0100_20120823	Homo sapiens	2012	AUG	23	-	Netherlands	-	false	-
KC184491	CNSH10-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184492	CNSH13-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184493	CNSH14-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184494	CNSH15-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184495	CNSH26-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184496	CNSH33-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184497	CNSH38-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184498	CNSH42-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184499	CNSH98-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184500	CNSH165-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184501	CNSH182-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184502	CNJS2-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184503	CNJS3-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184504	CNJS5-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184505	CNJS4-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184506	CNJS7-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184507	CNJS9-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184508	CNJS12-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184509	CNJS13-05	Homo sapiens	2005	-	-	-	China	-	false	serum
KC184510	CNSH188-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184511	CNSH198-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184512	CNSH201-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184513	CNSH301-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184514	CNSH303-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184515	CNJS6-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184516	CNJS10-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184517	CNJS11-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184518	CNJS14-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184519	CNJS15-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184520	CNJS18-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184521	CNJS19-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184522	CNJS20-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184523	CNJS22-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184524	CNJS24-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184525	CNJS25-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184526	CNJS26-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184527	CNJS31-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184528	CNJS33-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184529	CNJS34-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184530	CNJS35-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184531	CNJS36-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184532	CNJS37-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184533	CNJS38-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184534	CNJS40-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184535	CNAH1-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184536	CNAH3a-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184537	CNAH4-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184538	CNZJ37-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184539	CNZJ40-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184540	CNZJ43-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184541	CNZJ45-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184542	CNZJ46-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184543	CNZJ48-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184544	CNZJ63-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184545	CNZJ68-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184546	CNZJ49-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184547	CNZJ50-06	Homo sapiens	2006	-	-	-	China	-	false	serum
KC184548	CNSH304-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184549	CNSH305-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184550	CNSH308-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184551	CNSH314-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184552	CNSH315-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184553	CNSH316-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184554	CNSH356-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184555	CNSH358-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184556	CNSH374-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184557	CNSH376-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184558	CNSH378-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184559	CNSH393-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184560	CNSH417-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184561	CNSH419-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184562	CNSH420-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184563	CNSH421-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184564	CNSH463-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184565	CNSH464-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184566	CNSH466-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184567	CNSH481-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184568	CNJS41-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184569	CNJS43-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184570	CNJS44-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184571	CNJS45-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184572	CNJS46-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184573	CNJS48-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184574	CNJS49-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184575	CNJS50-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184576	CNJS51-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184577	CNJS52-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184578	CNJS54-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184579	CNJS55-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184580	CNJS56-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184581	CNJS57-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184582	CNJS58-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184583	CNJS60-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184584	CNJS61-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184585	CNJS62-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184586	CNJS63-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184587	CNJS64-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184588	CNAH11a-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184589	CNAH16-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184590	CNAH17-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184591	CNAH19-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184592	CNAH23-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184593	CNAH25-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184594	CNAH27-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184595	CNAH28-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184596	CNAH29-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184597	CNAH31-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184598	CNAH32-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184599	CNSH428-07	Homo sapiens	2007	-	-	-	China	-	false	serum
KC184600	CNSH448-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184601	CNSH450-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184602	CNSH453-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184603	CNSH455-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184604	CNSH457-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184605	CNSH458-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184606	CNSH467-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184607	CNSH468-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184608	CNSH475-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184609	CNSH479-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184610	CNSH480-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184611	CNSH487-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184612	CNSH485-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184613	CNSH495-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184614	CNSH516-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184615	CNSH522-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184616	CNSH527-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184617	CNSH531-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184618	CNSH536-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184619	CNSH542-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184620	CNSH546-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184621	CNSH547-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184622	CNSH552-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184623	CNSH567-08	Homo sapiens	2008	-	-	-	China	-	false	serum
KC184624	CNSH570-08	Homo sapiens	2008	-	-	-	China	-	false	serum
