queryName	genotypeFinalClade	genotypeCladeBalance	genotypeClosestMemberAlignmentName	genotypeClosestMemberSourceName	genotypeClosestMemberSequenceID	subtypeFinalClade	subtypeCladeBalance	subtypeClosestMemberAlignmentName	subtypeClosestMemberSourceName	subtypeClosestMemberSequenceID
ncbi-hev/FJ951641	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:43.79%, AL_3_AB290313:14.94%, AL_3f:20.78%, AL_3_KJ873911:8.69%, AL_3_EU360977:8.62%, AL_3g:3.17%	-	-	-
ncbi-hev/FJ956757	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3f	AL_3f:90.62%, AL_3_KJ873911:3.26%, AL_3_EU360977:3.22%, AL_3_AB290313:1.93%, AL_3e:0.97%	AL_3f	ncbi-hev	AB369687
ncbi-hev/FJ959398	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:92.69%, AL_1f:3.04%, AL_1b:2.23%, AL_1c:1.70%, AL_1e:0.19%, AL_1d:0.15%	AL_1a	ncbi-hev	M73218
ncbi-hev/FJ959399	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:93.74%, AL_1f:2.63%, AL_1b:1.93%, AL_1c:1.44%, AL_1e:0.15%, AL_1d:0.11%	AL_1a	ncbi-hev	M73218
ncbi-hev/FJ972142	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972143	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:96.05%, AL_4e:0.72%, AL_4b:0.40%, AL_4d:0.36%, AL_4g:0.45%, AL_4f:0.36%, AL_4_AB369688:0.33%, AL_4c:0.32%, AL_4i:0.82%, AL_4h:0.18%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972144	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:96.81%, AL_1a:1.25%, AL_1c:1.22%, AL_1f:0.47%, AL_1e:0.14%, AL_1d:0.11%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972145	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:96.77%, AL_1a:1.26%, AL_1c:1.23%, AL_1f:0.47%, AL_1e:0.14%, AL_1d:0.11%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972146	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972147	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4h	AL_4h:99.95%, AL_4c:0.02%, AL_4f:0.01%, AL_4g:0.01%, AL_4_AB369688:0.00%, AL_4e:0.00%	AL_4h	ncbi-hev	GU119961
ncbi-hev/FJ972148	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:62.99%, AL_4d:14.68%, AL_4f:13.14%, AL_4g:4.90%, AL_4c:4.29%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/FJ972149	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4i	AL_4i:99.08%, AL_4g:0.22%, AL_4f:0.19%, AL_4_AB369688:0.18%, AL_4c:0.17%, AL_4e:0.16%	AL_4i	ncbi-hev	DQ450072
ncbi-hev/FJ972150	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972151	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:96.81%, AL_1a:1.25%, AL_1c:1.22%, AL_1f:0.47%, AL_1e:0.14%, AL_1d:0.11%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972152	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972153	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:94.43%, AL_1a:2.13%, AL_1c:2.08%, AL_1f:0.86%, AL_1e:0.28%, AL_1d:0.22%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972154	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.31%, AL_1a:0.68%, AL_1c:0.66%, AL_1f:0.24%, AL_1e:0.07%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972155	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:99.90%, AL_4e:0.03%, AL_4b:0.01%, AL_4d:0.01%, AL_4g:0.01%, AL_4f:0.01%, AL_4_AB369688:0.01%, AL_4c:0.01%, AL_4i:0.01%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972156	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972157	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:94.40%, AL_1a:2.27%, AL_1c:2.21%, AL_1f:0.75%, AL_1e:0.20%, AL_1d:0.16%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972158	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972159	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:95.73%, AL_4e:1.16%, AL_4b:0.56%, AL_4d:0.51%, AL_4g:0.47%, AL_4f:0.39%, AL_4_AB369688:0.36%, AL_4c:0.34%, AL_4i:0.28%, AL_4h:0.20%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972160	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:93.75%, AL_4e:1.59%, AL_4b:0.82%, AL_4d:0.75%, AL_4g:0.70%, AL_4f:0.58%, AL_4_AB369688:0.55%, AL_4c:0.52%, AL_4i:0.43%, AL_4h:0.32%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972161	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1c:30.08%, AL_1b:34.76%, AL_1a:20.98%, AL_1f:5.38%, AL_1e:5.30%, AL_1d:3.51%	-	-	-
ncbi-hev/FJ972162	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972163	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:90.08%, AL_4e:2.72%, AL_4b:1.30%, AL_4d:1.17%, AL_4g:1.10%, AL_4f:0.90%, AL_4_AB369688:0.83%, AL_4c:0.79%, AL_4i:0.64%, AL_4h:0.47%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972164	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4b	AL_4b:78.46%, AL_4d:3.67%, AL_4e:4.84%, AL_4a:2.37%, AL_4g:2.02%, AL_4f:1.79%, AL_4_AB369688:1.57%, AL_4c:3.68%, AL_4i:1.22%, AL_4h:0.36%	AL_4b	ncbi-hev	DQ279091
ncbi-hev/FJ972165	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:87.71%, AL_4e:3.22%, AL_4b:1.61%, AL_4d:1.46%, AL_4g:1.38%, AL_4f:1.13%, AL_4_AB369688:1.06%, AL_4c:1.01%, AL_4i:0.82%, AL_4h:0.61%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972166	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1c:29.74%, AL_1b:37.65%, AL_1a:21.88%, AL_1f:5.47%, AL_1e:3.11%, AL_1d:2.15%	-	-	-
ncbi-hev/FJ972167	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1c:30.14%, AL_1b:40.20%, AL_1a:21.03%, AL_1f:4.40%, AL_1e:2.54%, AL_1d:1.69%	-	-	-
ncbi-hev/FJ972168	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	AL_4a	AL_4a:88.91%, AL_4e:2.76%, AL_4b:1.45%, AL_4d:1.33%, AL_4g:1.25%, AL_4f:1.04%, AL_4_AB369688:0.98%, AL_4c:0.93%, AL_4i:0.77%, AL_4h:0.58%	AL_4a	ncbi-hev	AB197673
ncbi-hev/FJ972169	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1b	AL_1b:98.46%, AL_1a:0.62%, AL_1c:0.60%, AL_1f:0.21%, AL_1e:0.06%, AL_1d:0.05%	AL_1b	ncbi-hev	D11092
ncbi-hev/FJ972170	AL_4	AL_4:100.00%	AL_4c	ncbi-hev	AB074915	-	AL_4i:28.57%, AL_4g:10.83%, AL_4f:8.89%, AL_4_AB369688:8.29%, AL_4c:7.89%, AL_4e:8.01%, AL_4b:6.37%, AL_4a:10.75%, AL_4d:5.87%, AL_4h:4.52%	-	-	-
ncbi-hev/FJ982326	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:67.68%, AL_3j:14.79%, AL_3b:8.35%, AL_3_AB369689:8.35%, AL_3i:0.83%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982327	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3a:53.45%, AL_3j:16.88%, AL_3b:13.58%, AL_3_AB369689:13.82%, AL_3i:1.62%, AL_3h:0.44%, AL_3_AB290312:0.20%	-	-	-
ncbi-hev/FJ982328	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:61.96%, AL_3j:17.77%, AL_3b:9.03%, AL_3_AB369689:9.16%, AL_3i:1.62%, AL_3h:0.23%, AL_3_AB290312:0.09%, AL_3_JQ953664:0.09%, AL_3c:0.04%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982329	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:86.94%, AL_3j:4.87%, AL_3b:3.76%, AL_3_AB369689:4.24%, AL_3i:0.18%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982330	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:84.68%, AL_3j:5.80%, AL_3b:4.49%, AL_3_AB369689:4.74%, AL_3i:0.24%, AL_3h:0.05%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982331	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3a:59.23%, AL_3j:21.79%, AL_3b:8.98%, AL_3_AB369689:8.93%, AL_3i:0.98%, AL_3h:0.06%, AL_3_AB290312:0.02%, AL_3_JQ953664:0.01%	-	-	-
ncbi-hev/FJ982332	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:63.14%, AL_3j:15.23%, AL_3b:9.00%, AL_3_AB369689:10.23%, AL_3i:1.58%, AL_3h:0.29%, AL_3_AB290312:0.27%, AL_3_JQ953664:0.13%, AL_3c:0.13%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982333	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3a:54.00%, AL_3j:17.88%, AL_3b:12.11%, AL_3_AB369689:12.24%, AL_3i:2.05%, AL_3h:0.81%, AL_3_AB290312:0.48%, AL_3_JQ953664:0.22%, AL_3c:0.21%	-	-	-
ncbi-hev/FJ982334	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:72.57%, AL_3j:9.77%, AL_3b:7.85%, AL_3_AB369689:9.22%, AL_3i:0.46%, AL_3h:0.07%, AL_3_AB290312:0.07%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982335	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:87.03%, AL_3j:4.84%, AL_3b:3.74%, AL_3_AB369689:4.22%, AL_3i:0.18%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982336	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:67.51%, AL_3j:14.69%, AL_3b:8.70%, AL_3_AB369689:8.71%, AL_3i:0.39%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982337	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:72.97%, AL_3j:10.47%, AL_3b:6.84%, AL_3_AB369689:7.80%, AL_3i:1.23%, AL_3h:0.34%, AL_3_AB290312:0.18%, AL_3_JQ953664:0.09%, AL_3c:0.09%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982338	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:68.57%, AL_3j:14.71%, AL_3b:7.98%, AL_3_AB369689:7.96%, AL_3i:0.75%, AL_3h:0.02%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ982339	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:66.64%, AL_3j:14.58%, AL_3b:9.35%, AL_3_AB369689:9.38%, AL_3i:0.06%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FJ998008	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3i	AL_3i:100.00%, AL_3c:0.00%, AL_3h:0.00%, AL_3_AB290312:0.00%, AL_3_JQ953664:0.00%, AL_3_AB369689:0.00%, AL_3a:0.00%, AL_3b:0.00%	AL_3i	ncbi-hev	FJ998008
ncbi-hev/FJ998009	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3h:27.28%, AL_3_AB290312:32.10%, AL_3_JQ953664:16.87%, AL_3i:11.81%, AL_3c:5.67%, AL_3_AB369689:2.39%, AL_3a:2.27%, AL_3b:1.62%	-	-	-
ncbi-hev/FJ998010	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3i	AL_3i:67.66%, AL_3c:31.80%, AL_3h:0.37%, AL_3_AB290312:0.17%	AL_3i	ncbi-hev	FJ998008
ncbi-hev/FJ998011	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3i:49.60%, AL_3c:17.77%, AL_3h:8.22%, AL_3_AB290312:7.56%, AL_3_JQ953664:6.86%, AL_3_AB369689:3.53%, AL_3a:3.35%, AL_3b:3.10%	-	-	-
ncbi-hev/FJ998012	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3i:49.57%, AL_3c:18.02%, AL_3h:8.18%, AL_3_AB290312:7.52%, AL_3_JQ953664:6.82%, AL_3_AB369689:3.50%, AL_3a:3.32%, AL_3b:3.07%	-	-	-
ncbi-hev/FJ998013	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:65.07%, AL_3_AB290313:9.28%, AL_3f:13.01%, AL_3_KJ873911:5.24%, AL_3_EU360977:5.19%, AL_3g:2.20%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FJ998014	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:48.30%, AL_3_AB290313:14.02%, AL_3f:19.24%, AL_3_KJ873911:7.65%, AL_3_EU360977:7.58%, AL_3g:3.21%	-	-	-
ncbi-hev/FJ998015	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:84.71%, AL_3_AB290313:4.16%, AL_3f:6.10%, AL_3_KJ873911:2.52%, AL_3_EU360977:2.50%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FJ998016	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:65.68%, AL_3_AB290313:9.12%, AL_3f:12.79%, AL_3_KJ873911:5.15%, AL_3_EU360977:5.10%, AL_3g:2.16%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FJ998017	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3f	AL_3f:76.44%, AL_3_KJ873911:8.12%, AL_3_EU360977:8.04%, AL_3_AB290313:4.90%, AL_3e:2.50%	AL_3f	ncbi-hev	AB369687
ncbi-hev/FJ998018	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3i	AL_3i:100.00%, AL_3c:0.00%, AL_3h:0.00%, AL_3_AB290312:0.00%, AL_3_JQ953664:0.00%, AL_3_AB369689:0.00%, AL_3a:0.00%, AL_3b:0.00%, AL_3j:0.00%	AL_3i	ncbi-hev	FJ998008
ncbi-hev/FJ998019	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:77.91%, AL_3_AB290313:5.67%, AL_3f:8.21%, AL_3_KJ873911:3.37%, AL_3_EU360977:3.34%, AL_3g:1.51%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FN796464	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796465	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796466	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796467	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1a:55.91%, AL_1f:18.67%, AL_1b:12.12%, AL_1c:10.20%, AL_1e:1.71%, AL_1d:1.40%	-	-	-
ncbi-hev/FN796468	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:75.54%, AL_1f:11.78%, AL_1b:6.72%, AL_1c:5.04%, AL_1e:0.52%, AL_1d:0.40%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796469	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796470	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1a:50.78%, AL_1f:20.04%, AL_1b:13.15%, AL_1c:13.14%, AL_1e:1.60%, AL_1d:1.29%	-	-	-
ncbi-hev/FN796471	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1a:55.81%, AL_1f:18.69%, AL_1b:12.15%, AL_1c:10.23%, AL_1e:1.72%, AL_1d:1.40%	-	-	-
ncbi-hev/FN796472	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796473	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796474	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1a:55.74%, AL_1f:18.71%, AL_1b:12.17%, AL_1c:10.25%, AL_1e:1.73%, AL_1d:1.41%	-	-	-
ncbi-hev/FN796475	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796476	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796477	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796478	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:61.17%, AL_1f:16.99%, AL_1b:10.73%, AL_1c:8.80%, AL_1e:1.28%, AL_1d:1.03%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796479	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1a:55.71%, AL_1f:18.72%, AL_1b:12.17%, AL_1c:10.25%, AL_1e:1.73%, AL_1d:1.41%	-	-	-
ncbi-hev/FN796480	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:67.26%, AL_1f:14.81%, AL_1b:9.07%, AL_1c:7.24%, AL_1e:0.90%, AL_1d:0.71%	AL_1a	ncbi-hev	M73218
ncbi-hev/FN796481	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3j:25.30%, AL_3a:50.86%, AL_3b:10.05%, AL_3_AB369689:10.20%, AL_3i:1.15%, AL_3h:0.72%, AL_3_AB290312:0.67%, AL_3_JQ953664:0.54%, AL_3c:0.51%	-	-	-
ncbi-hev/FN869554	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3a	AL_3a:86.19%, AL_3j:5.62%, AL_3b:4.11%, AL_3_AB369689:4.07%	AL_3a	ncbi-hev	AF082843
ncbi-hev/FN869555	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:52.37%, AL_3_AB290313:10.53%, AL_3f:15.00%, AL_3_KJ873911:6.10%, AL_3_EU360977:6.05%, AL_3g:9.96%	-	-	-
ncbi-hev/FN869556	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3e:46.13%, AL_3_AB290313:13.01%, AL_3f:18.98%, AL_3_KJ873911:7.83%, AL_3_EU360977:7.77%, AL_3g:6.28%	-	-	-
ncbi-hev/FN985024	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3_EU360977:48.67%, AL_3_KJ873911:19.28%, AL_3f:24.33%, AL_3_AB290313:5.17%, AL_3e:2.55%	-	-	-
ncbi-hev/FN985025	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:99.99%, AL_3i:0.00%, AL_3h:0.00%, AL_3_AB290312:0.00%, AL_3_JQ953664:0.00%	AL_3c	ncbi-hev	FJ705359
ncbi-hev/FN985026	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	-	AL_3_KJ873911:29.33%, AL_3_EU360977:37.56%, AL_3f:25.30%, AL_3_AB290313:5.31%, AL_3e:2.50%	-	-	-
ncbi-hev/FN994997	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:100.00%, AL_3i:0.00%, AL_3h:0.00%, AL_3_AB290312:0.00%, AL_3_JQ953664:0.00%	AL_3c	ncbi-hev	FJ705359
ncbi-hev/FN994998	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:93.91%, AL_3_AB290313:1.61%, AL_3f:2.43%, AL_3_KJ873911:1.03%, AL_3_EU360977:1.02%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FN994999	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:93.91%, AL_3_AB290313:1.61%, AL_3f:2.43%, AL_3_KJ873911:1.03%, AL_3_EU360977:1.02%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FN995000	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:99.88%, AL_3i:0.07%, AL_3h:0.01%, AL_3_AB290312:0.01%, AL_3_JQ953664:0.01%, AL_3_AB369689:0.01%, AL_3a:0.01%	AL_3c	ncbi-hev	FJ705359
ncbi-hev/FN995001	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:99.90%, AL_3i:0.06%, AL_3h:0.01%, AL_3_AB290312:0.01%, AL_3_JQ953664:0.01%	AL_3c	ncbi-hev	FJ705359
ncbi-hev/FR687017	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3e	AL_3e:95.38%, AL_3_AB290313:1.21%, AL_3f:1.85%, AL_3_KJ873911:0.78%, AL_3_EU360977:0.78%	AL_3e	ncbi-hev	AB248521
ncbi-hev/FR728243	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:80.21%, AL_1f:13.35%, AL_1b:3.69%, AL_1c:2.50%, AL_1e:0.14%, AL_1d:0.11%	AL_1a	ncbi-hev	M73218
ncbi-hev/FR728244	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1f	AL_1f:61.52%, AL_1a:31.94%, AL_1b:3.55%, AL_1c:2.59%, AL_1e:0.22%, AL_1d:0.17%	AL_1f	ncbi-hev	JF443721
ncbi-hev/FR728245	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	-	AL_1b:38.63%, AL_1a:23.98%, AL_1c:31.84%, AL_1f:4.23%, AL_1e:0.77%, AL_1d:0.55%	-	-	-
ncbi-hev/FR728246	AL_1	AL_1:100.00%	AL_1d	ncbi-hev	AY230202	AL_1a	AL_1a:88.00%, AL_1f:6.24%, AL_1b:3.22%, AL_1c:2.26%, AL_1e:0.16%, AL_1d:0.12%	AL_1a	ncbi-hev	M73218
ncbi-hev/FR728247	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:99.49%, AL_3i:0.35%, AL_3h:0.09%, AL_3_AB290312:0.08%	AL_3c	ncbi-hev	FJ705359
ncbi-hev/FR728248	AL_3	AL_3:100.00%	AL_3e	ncbi-hev	AB248521	AL_3c	AL_3c:88.17%, AL_3i:7.20%, AL_3h:1.28%, AL_3_AB290312:1.18%, AL_3_JQ953664:1.07%, AL_3_AB369689:0.56%, AL_3a:0.53%	AL_3c	ncbi-hev	FJ705359
